City,yr2013,yr2014,Difference,PctChg,GEO.display-label,Population,PopHuman,GEO.id,GEO.id2,2014pclga,2014pcincrease,m2013,m2014,mdifference,mpctchg,mpclga,mpcincrease
GRANADA,"$91,663.00","$95,830.00","$4,167.00",4.55%,Granada ,303,303,1600000US2724884,2724884,$316.27,$13.75,91663,95830,4167,.0455,316.27,13.75
GRAND MARAIS,"$96,422.00","$96,422.00",$0.00,0.00%,Grand Marais ,1351,"1,351",1600000US2724992,2724992,$71.37,$0.00,96422,96422,0,.0000,71.37,0.00
GRAND MEADOW,"$266,391.00","$316,765.00","$50,374.00",18.91%,Grand Meadow ,1139,"1,139",1600000US2725010,2725010,$278.11,$44.23,266391,316765,50374,.1891,278.11,44.23
GRAND RAPIDS,"$963,410.00","$1,270,392.00","$306,982.00",31.86%,Grand Rapids ,10869,"10,869",1600000US2725118,2725118,$116.88,$28.24,963410,1270392,306982,.3186,116.88,28.24
GRANITE FALLS,"$717,911.00","$908,038.00","$190,127.00",26.48%,Granite Falls ,2897,"2,897",1600000US2725280,2725280,$313.44,$65.63,717911,908038,190127,.2648,313.44,65.63
GRANT,$0.00,$0.00,$0.00,0.00%,Grant ,4096,"4,096",1600000US2725334,2725334,$0.00,$0.00,0,0,0,.0000,0.00,0.00
GRASSTON,"$15,678.00","$20,552.00","$4,874.00",31.09%,Grasston ,158,158,1600000US2725424,2725424,$130.08,$30.85,15678,20552,4874,.3109,130.08,30.85
GREEN ISLE,"$53,119.00","$79,969.00","$26,850.00",50.55%,Green Isle ,559,559,1600000US2725658,2725658,$143.06,$48.03,53119,79969,26850,.5055,143.06,48.03
GREENBUSH,"$220,770.00","$249,730.00","$28,960.00",13.12%,Greenbush ,719,719,1600000US2725604,2725604,$347.33,$40.28,220770,249730,28960,.1312,347.33,40.28
GREENFIELD,$0.00,$0.00,$0.00,0.00%,Greenfield ,2777,"2,777",1600000US2725622,2725622,$0.00,$0.00,0,0,0,.0000,0.00,0.00
GREENWALD,"$27,389.00","$33,044.00","$5,655.00",20.65%,Greenwald ,222,222,1600000US2725874,2725874,$148.85,$25.47,27389,33044,5655,.2065,148.85,25.47
GREENWOOD,$0.00,$0.00,$0.00,0.00%,Greenwood ,688,688,1600000US2725918,2725918,$0.00,$0.00,0,0,0,.0000,0.00,0.00
GREY EAGLE,"$59,124.00","$68,981.00","$9,857.00",16.67%,Grey Eagle ,348,348,1600000US2726000,2726000,$198.22,$28.32,59124,68981,9857,.1667,198.22,28.32
GROVE CITY,"$156,743.00","$185,273.00","$28,530.00",18.20%,Grove City ,635,635,1600000US2726126,2726126,$291.77,$44.93,156743,185273,28530,.1820,291.77,44.93
GRYGLA,"$42,945.00","$48,633.00","$5,688.00",13.24%,Grygla ,221,221,1600000US2726216,2726216,$220.06,$25.74,42945,48633,5688,.1324,220.06,25.74
GULLY,"$17,335.00","$17,335.00",$0.00,0.00%,Gully ,66,66,1600000US2726270,2726270,$262.65,$0.00,17335,17335,0,.0000,262.65,0.00
HACKENSACK,$0.00,$0.00,$0.00,0.00%,Hackensack ,313,313,1600000US2726378,2726378,$0.00,$0.00,0,0,0,.0000,0.00,0.00
HADLEY,"$15,455.00","$15,455.00",$0.00,0.00%,Hadley ,61,61,1600000US2726450,2726450,$253.36,$0.00,15455,15455,0,.0000,253.36,0.00
HALLOCK,"$375,642.00","$390,593.00","$14,951.00",3.98%,Hallock ,981,981,1600000US2726576,2726576,$398.16,$15.24,375642,390593,14951,.0398,398.16,15.24
HALMA,"$10,985.00","$12,433.00","$1,448.00",13.18%,Halma ,61,61,1600000US2726612,2726612,$203.82,$23.74,10985,12433,1448,.1318,203.82,23.74
HALSTAD,"$164,085.00","$182,079.00","$17,994.00",10.97%,Halstad ,597,597,1600000US2726630,2726630,$304.99,$30.14,164085,182079,17994,.1097,304.99,30.14
HAM LAKE,$0.00,$0.00,$0.00,0.00%,Ham Lake ,15296,"15,296",1600000US2726738,2726738,$0.00,$0.00,0,0,0,.0000,0.00,0.00
HAMBURG,"$58,777.00","$72,948.00","$14,171.00",24.11%,Hamburg ,513,513,1600000US2726666,2726666,$142.20,$27.62,58777,72948,14171,.2411,142.20,27.62
HAMMOND,"$42,992.00","$42,992.00",$0.00,0.00%,Hammond ,132,132,1600000US2726828,2726828,$325.70,$0.00,42992,42992,0,.0000,325.70,0.00
HAMPTON,"$88,374.00","$107,525.00","$19,151.00",21.67%,Hampton ,689,689,1600000US2726864,2726864,$156.06,$27.80,88374,107525,19151,.2167,156.06,27.80
HANCOCK,"$231,189.00","$263,796.00","$32,607.00",14.10%,Hancock ,765,765,1600000US2726936,2726936,$344.83,$42.62,231189,263796,32607,.1410,344.83,42.62
HANLEY FALLS,"$72,453.00","$82,014.00","$9,561.00",13.20%,Hanley Falls ,304,304,1600000US2726972,2726972,$269.78,$31.45,72453,82014,9561,.1320,269.78,31.45
HANOVER,"$63,203.00","$100,494.00","$37,291.00",59.00%,Hanover ,2938,"2,938",1600000US2726990,2726990,$34.20,$12.69,63203,100494,37291,.5900,34.20,12.69
HANSKA,"$111,632.00","$120,338.00","$8,706.00",7.80%,Hanska ,402,402,1600000US2727008,2727008,$299.35,$21.66,111632,120338,8706,.0780,299.35,21.66
HARDING,"$2,049.00","$6,409.00","$4,360.00",212.79%,Harding ,125,125,1600000US2727098,2727098,$51.27,$34.88,2049,6409,4360,2.1279,51.27,34.88
HARDWICK,"$45,323.00","$45,899.00",$576.00,1.27%,Hardwick ,198,198,1600000US2727116,2727116,$231.81,$2.91,45323,45899,576,.0127,231.81,2.91
HARMONY,"$320,299.00","$339,819.00","$19,520.00",6.09%,Harmony ,1020,"1,020",1600000US2727188,2727188,$333.16,$19.14,320299,339819,19520,.0609,333.16,19.14
HARRIS,"$141,539.00","$171,047.00","$29,508.00",20.85%,Harris ,1132,"1,132",1600000US2727278,2727278,$151.10,$26.07,141539,171047,29508,.2085,151.10,26.07
HARTLAND,"$48,121.00","$59,163.00","$11,042.00",22.95%,Hartland ,315,315,1600000US2727404,2727404,$187.82,$35.05,48121,59163,11042,.2295,187.82,35.05
HASTINGS,$0.00,"$510,137.00","$510,137.00",0.00%,Hastings ,22172,"22,172",1600000US2727530,2727530,$23.01,$23.01,0,510137,510137,.0000,23.01,23.01
HATFIELD,"$3,830.00","$3,830.00",$0.00,0.00%,Hatfield ,54,54,1600000US2727566,2727566,$70.93,$0.00,3830,3830,0,.0000,70.93,0.00
HAWLEY,"$538,040.00","$600,787.00","$62,747.00",11.66%,Hawley ,2067,"2,067",1600000US2727746,2727746,$290.66,$30.36,538040,600787,62747,.1166,290.66,30.36
HAYFIELD,"$352,569.00","$390,128.00","$37,559.00",10.65%,Hayfield ,1340,"1,340",1600000US2727872,2727872,$291.14,$28.03,352569,390128,37559,.1065,291.14,28.03
HAYWARD,"$28,981.00","$34,774.00","$5,793.00",19.99%,Hayward ,250,250,1600000US2727944,2727944,$139.10,$23.17,28981,34774,5793,.1999,139.10,23.17
HAZEL RUN,"$13,871.00","$13,871.00",$0.00,0.00%,Hazel Run ,63,63,1600000US2728016,2728016,$220.17,$0.00,13871,13871,0,.0000,220.17,0.00
HECTOR,"$294,846.00","$338,885.00","$44,039.00",14.94%,Hector ,1151,"1,151",1600000US2728124,2728124,$294.43,$38.26,294846,338885,44039,.1494,294.43,38.26
HEIDELBERG,$0.00,$833.00,$833.00,0.00%,Heidelberg ,122,122,1600000US2728214,2728214,$6.83,$6.83,0,833,833,.0000,6.83,6.83
HENDERSON,"$265,687.00","$287,001.00","$21,314.00",8.02%,Henderson ,886,886,1600000US2728394,2728394,$323.93,$24.06,265687,287001,21314,.0802,323.93,24.06
HENDRICKS,"$214,826.00","$241,774.00","$26,948.00",12.54%,Hendricks ,713,713,1600000US2728430,2728430,$339.09,$37.80,214826,241774,26948,.1254,339.09,37.80
HENDRUM,"$57,667.00","$66,944.00","$9,277.00",16.09%,Hendrum ,307,307,1600000US2728484,2728484,$218.06,$30.22,57667,66944,9277,.1609,218.06,30.22
HENNING,"$251,273.00","$278,376.00","$27,103.00",10.79%,Henning ,802,802,1600000US2728520,2728520,$347.10,$33.79,251273,278376,27103,.1079,347.10,33.79
HENRIETTE,"$10,694.00","$11,960.00","$1,266.00",11.84%,Henriette ,71,71,1600000US2728574,2728574,$168.45,$17.83,10694,11960,1266,.1184,168.45,17.83
HERMAN,"$107,927.00","$116,635.00","$8,708.00",8.07%,Herman ,437,437,1600000US2728646,2728646,$266.90,$19.93,107927,116635,8708,.0807,266.90,19.93
HERMANTOWN,"$331,873.00","$355,571.00","$23,698.00",7.14%,Hermantown ,9414,"9,414",1600000US2728682,2728682,$37.77,$2.52,331873,355571,23698,.0714,37.77,2.52
HERON LAKE,"$287,970.00","$295,049.00","$7,079.00",2.46%,Heron Lake ,698,698,1600000US2728700,2728700,$422.71,$10.14,287970,295049,7079,.0246,422.71,10.14
HEWITT,"$59,776.00","$65,974.00","$6,198.00",10.37%,Hewitt ,266,266,1600000US2728754,2728754,$248.02,$23.30,59776,65974,6198,.1037,248.02,23.30
HIBBING,"$7,994,316.00","$8,082,406.00","$88,090.00",1.10%,Hibbing ,16361,"16,361",1600000US2728790,2728790,$494.00,$5.38,7994316,8082406,88090,.0110,494.00,5.38
HILL CITY,"$54,550.00","$91,000.00","$36,450.00",66.82%,Hill City ,633,633,1600000US2729096,2729096,$143.76,$57.58,54550,91000,36450,.6682,143.76,57.58
HILLMAN,"$2,746.00","$4,115.00","$1,369.00",49.85%,Hillman ,38,38,1600000US2729150,2729150,$108.29,$36.03,2746,4115,1369,.4985,108.29,36.03
HILLS,"$140,126.00","$176,524.00","$36,398.00",25.98%,Hills ,686,686,1600000US2729204,2729204,$257.32,$53.06,140126,176524,36398,.2598,257.32,53.06
HILLTOP,"$116,309.00","$138,622.00","$22,313.00",19.18%,Hilltop ,744,744,1600000US2729258,2729258,$186.32,$29.99,116309,138622,22313,.1918,186.32,29.99
HINCKLEY,"$267,164.00","$329,587.00","$62,423.00",23.37%,Hinckley ,1800,"1,800",1600000US2729294,2729294,$183.10,$34.68,267164,329587,62423,.2337,183.10,34.68
HITTERDAL,"$38,852.00","$43,029.00","$4,177.00",10.75%,Hitterdal ,201,201,1600000US2729402,2729402,$214.07,$20.78,38852,43029,4177,.1075,214.07,20.78
HOFFMAN,"$139,624.00","$176,344.00","$36,720.00",26.30%,Hoffman ,681,681,1600000US2729474,2729474,$258.95,$53.92,139624,176344,36720,.2630,258.95,53.92
HOKAH,"$154,315.00","$167,109.00","$12,794.00",8.29%,Hokah ,580,580,1600000US2729510,2729510,$288.12,$22.06,154315,167109,12794,.0829,288.12,22.06
HOLDINGFORD,"$165,544.00","$195,217.00","$29,673.00",17.92%,Holdingford ,708,708,1600000US2729582,2729582,$275.73,$41.91,165544,195217,29673,.1792,275.73,41.91
HOLLAND,"$46,655.00","$47,705.00","$1,050.00",2.25%,Holland ,187,187,1600000US2729618,2729618,$255.11,$5.61,46655,47705,1050,.0225,255.11,5.61
HOLLANDALE,"$38,035.00","$50,317.00","$12,282.00",32.29%,Hollandale ,303,303,1600000US2729636,2729636,$166.06,$40.53,38035,50317,12282,.3229,166.06,40.53
HOLLOWAY,"$9,065.00","$9,065.00",$0.00,0.00%,Holloway ,92,92,1600000US2729672,2729672,$98.53,$0.00,9065,9065,0,.0000,98.53,0.00
HOLT,"$15,629.00","$17,890.00","$2,261.00",14.47%,Holt ,88,88,1600000US2729870,2729870,$203.30,$25.69,15629,17890,2261,.1447,203.30,25.69
HOPKINS,$0.00,"$289,921.00","$289,921.00",0.00%,Hopkins ,17591,"17,591",1600000US2730140,2730140,$16.48,$16.48,0,289921,289921,.0000,16.48,16.48
HOUSTON,"$331,011.00","$353,618.00","$22,607.00",6.83%,Houston ,979,979,1600000US2730230,2730230,$361.20,$23.09,331011,353618,22607,.0683,361.20,23.09
HOWARD LAKE,"$476,814.00","$543,982.00","$67,168.00",14.09%,Howard Lake ,1962,"1,962",1600000US2730284,2730284,$277.26,$34.23,476814,543982,67168,.1409,277.26,34.23
HOYT LAKES,"$360,759.00","$391,194.00","$30,435.00",8.44%,Hoyt Lakes ,2017,"2,017",1600000US2730302,2730302,$193.95,$15.09,360759,391194,30435,.0844,193.95,15.09
HUGO,$0.00,$0.00,$0.00,0.00%,Hugo ,13332,"13,332",1600000US2730392,2730392,$0.00,$0.00,0,0,0,.0000,0.00,0.00
HUMBOLDT,"$12,042.00","$12,302.00",$260.00,2.16%,Humboldt ,45,45,1600000US2730446,2730446,$273.38,$5.78,12042,12302,260,.0216,273.38,5.78
HUTCHINSON,"$1,784,272.00","$2,213,199.00","$428,927.00",24.04%,Hutchinson ,14178,"14,178",1600000US2730644,2730644,$156.10,$30.25,1784272,2213199,428927,.2404,156.10,30.25
IHLEN,"$16,654.00","$16,654.00",$0.00,0.00%,Ihlen ,63,63,1600000US2730806,2730806,$264.35,$0.00,16654,16654,0,.0000,264.35,0.00
INDEPENDENCE,$0.00,$0.00,$0.00,0.00%,Independence ,3504,"3,504",1600000US2730842,2730842,$0.00,$0.00,0,0,0,.0000,0.00,0.00
INTERNATIONAL FALLS,"$3,710,994.00","$3,975,561.00","$264,567.00",7.13%,International Falls ,6424,"6,424",1600000US2731040,2731040,$618.86,$41.18,3710994,3975561,264567,.0713,618.86,41.18
INVER GROVE HEIGHTS,$0.00,$0.00,$0.00,0.00%,Inver Grove Heights ,33880,"33,880",1600000US2731076,2731076,$0.00,$0.00,0,0,0,.0000,0.00,0.00
IONA,"$37,043.00","$37,234.00",$191.00,0.52%,Iona ,137,137,1600000US2731094,2731094,$271.78,$1.39,37043,37234,191,.0052,271.78,1.39
IRON JUNCTION,"$12,230.00","$12,315.00",$85.00,0.70%,Iron Junction ,86,86,1600000US2731238,2731238,$143.20,$0.99,12230,12315,85,.0070,143.20,0.99
IRONTON,"$114,741.00","$137,846.00","$23,105.00",20.14%,Ironton ,572,572,1600000US2731274,2731274,$240.99,$40.39,114741,137846,23105,.2014,240.99,40.39
ISANTI,"$313,359.00","$545,485.00","$232,126.00",74.08%,Isanti ,5251,"5,251",1600000US2731328,2731328,$103.88,$44.21,313359,545485,232126,.7408,103.88,44.21
ISLE,"$25,272.00","$36,767.00","$11,495.00",45.49%,Isle ,751,751,1600000US2731472,2731472,$48.96,$15.31,25272,36767,11495,.4549,48.96,15.31
IVANHOE,"$203,179.00","$213,187.00","$10,008.00",4.93%,Ivanhoe ,559,559,1600000US2731526,2731526,$381.37,$17.90,203179,213187,10008,.0493,381.37,17.90
JACKSON,"$1,086,755.00","$1,291,985.00","$205,230.00",18.88%,Jackson ,3299,"3,299",1600000US2731562,2731562,$391.63,$62.21,1086755,1291985,205230,.1888,391.63,62.21
JANESVILLE,"$724,872.00","$775,075.00","$50,203.00",6.93%,Janesville ,2256,"2,256",1600000US2731706,2731706,$343.56,$22.25,724872,775075,50203,.0693,343.56,22.25
JASPER,"$182,806.00","$206,478.00","$23,672.00",12.95%,Jasper ,633,633,1600000US2731760,2731760,$326.19,$37.40,182806,206478,23672,.1295,326.19,37.40
JEFFERS,"$112,493.00","$116,128.00","$3,635.00",3.23%,Jeffers ,369,369,1600000US2731796,2731796,$314.71,$9.85,112493,116128,3635,.0323,314.71,9.85
JENKINS,$0.00,"$5,387.00","$5,387.00",0.00%,Jenkins ,430,430,1600000US2731832,2731832,$12.53,$12.53,0,5387,5387,.0000,12.53,12.53
JOHNSON,"$7,000.00","$7,000.00",$0.00,0.00%,Johnson ,29,29,1600000US2732012,2732012,$241.38,$0.00,7000,7000,0,.0000,241.38,0.00
JORDAN,$0.00,"$237,091.00","$237,091.00",0.00%,Jordan ,5470,"5,470",1600000US2732174,2732174,$43.34,$43.34,0,237091,237091,.0000,43.34,43.34
KANDIYOHI,"$97,952.00","$114,797.00","$16,845.00",17.20%,Kandiyohi ,491,491,1600000US2732372,2732372,$233.80,$34.31,97952,114797,16845,.1720,233.80,34.31
KARLSTAD,"$232,848.00","$260,382.00","$27,534.00",11.82%,Karlstad ,760,760,1600000US2732444,2732444,$342.61,$36.23,232848,260382,27534,.1182,342.61,36.23
KASOTA,"$143,296.00","$168,056.00","$24,760.00",17.28%,Kasota ,675,675,1600000US2732462,2732462,$248.97,$36.68,143296,168056,24760,.1728,248.97,36.68
KASSON,"$780,209.00","$982,348.00","$202,139.00",25.91%,Kasson ,5931,"5,931",1600000US2732498,2732498,$165.63,$34.08,780209,982348,202139,.2591,165.63,34.08
KEEWATIN,"$343,738.00","$378,009.00","$34,271.00",9.97%,Keewatin ,1068,"1,068",1600000US2732570,2732570,$353.94,$32.09,343738,378009,34271,.0997,353.94,32.09
KELLIHER,"$107,307.00","$107,307.00",$0.00,0.00%,Kelliher ,262,262,1600000US2732606,2732606,$409.57,$0.00,107307,107307,0,.0000,409.57,0.00
KELLOGG,"$83,859.00","$93,910.00","$10,051.00",11.99%,Kellogg ,456,456,1600000US2732642,2732642,$205.94,$22.04,83859,93910,10051,.1199,205.94,22.04
KENNEDY,"$66,764.00","$66,764.00",$0.00,0.00%,Kennedy ,193,193,1600000US2732732,2732732,$345.93,$0.00,66764,66764,0,.0000,345.93,0.00
KENNETH,"$10,330.00","$10,536.00",$206.00,1.99%,Kenneth ,68,68,1600000US2732750,2732750,$154.94,$3.03,10330,10536,206,.0199,154.94,3.03
KENSINGTON,"$54,270.00","$60,471.00","$6,201.00",11.43%,Kensington ,292,292,1600000US2732768,2732768,$207.09,$21.24,54270,60471,6201,.1143,207.09,21.24
KENT,"$20,567.00","$21,171.00",$604.00,2.94%,Kent ,81,81,1600000US2732786,2732786,$261.37,$7.46,20567,21171,604,.0294,261.37,7.46
KENYON,"$466,643.00","$516,686.00","$50,043.00",10.72%,Kenyon ,1815,"1,815",1600000US2732840,2732840,$284.68,$27.57,466643,516686,50043,.1072,284.68,27.57
KERKHOVEN,"$185,283.00","$217,168.00","$31,885.00",17.21%,Kerkhoven ,759,759,1600000US2732876,2732876,$286.12,$42.01,185283,217168,31885,.1721,286.12,42.01
KERRICK,"$3,489.00","$5,352.00","$1,863.00",53.40%,Kerrick ,65,65,1600000US2732912,2732912,$82.34,$28.66,3489,5352,1863,.5340,82.34,28.66
KETTLE RIVER,"$22,510.00","$27,092.00","$4,582.00",20.36%,Kettle River ,180,180,1600000US2732966,2732966,$150.51,$25.46,22510,27092,4582,.2036,150.51,25.46
KIESTER,"$151,029.00","$165,486.00","$14,457.00",9.57%,Kiester ,501,501,1600000US2733056,2733056,$330.31,$28.86,151029,165486,14457,.0957,330.31,28.86
KILKENNY,"$35,924.00","$35,924.00",$0.00,0.00%,Kilkenny ,134,134,1600000US2733110,2733110,$268.09,$0.00,35924,35924,0,.0000,268.09,0.00
KIMBALL,"$117,942.00","$146,839.00","$28,897.00",24.50%,Kimball ,762,762,1600000US2733164,2733164,$192.70,$37.92,117942,146839,28897,.2450,192.70,37.92
KINBRAE,$201.00,$201.00,$0.00,0.00%,Kinbrae ,12,12,1600000US2733236,2733236,$16.75,$0.00,201,201,0,.0000,16.75,0.00
KINGSTON,"$12,833.00","$17,977.00","$5,144.00",40.08%,Kingston ,161,161,1600000US2733344,2733344,$111.66,$31.95,12833,17977,5144,.4008,111.66,31.95
KINNEY,"$59,925.00","$59,925.00",$0.00,0.00%,Kinney ,169,169,1600000US2733416,2733416,$354.59,$0.00,59925,59925,0,.0000,354.59,0.00
LACRESCENT,"$422,847.00","$515,089.00","$92,242.00",21.81%,La Crescent ,4830,"4,830",1600000US2733866,2733866,$106.64,$19.10,422847,515089,92242,.2181,106.64,19.10
LAFAYETTE,"$120,676.00","$129,923.00","$9,247.00",7.66%,Lafayette ,504,504,1600000US2733920,2733920,$257.78,$18.35,120676,129923,9247,.0766,257.78,18.35
LAKE BENTON,"$198,628.00","$223,630.00","$25,002.00",12.59%,Lake Benton ,683,683,1600000US2734100,2734100,$327.42,$36.61,198628,223630,25002,.1259,327.42,36.61
LAKE BRONSON,"$71,423.00","$74,541.00","$3,118.00",4.37%,Lake Bronson ,229,229,1600000US2734136,2734136,$325.51,$13.62,71423,74541,3118,.0437,325.51,13.62
LAKE CITY,"$610,347.00","$751,581.00","$141,234.00",23.14%,Lake City ,5063,"5,063",1600000US2734172,2734172,$148.45,$27.90,610347,751581,141234,.2314,148.45,27.90
LAKE CRYSTAL,"$621,727.00","$706,125.00","$84,398.00",13.57%,Lake Crystal ,2549,"2,549",1600000US2734190,2734190,$277.02,$33.11,621727,706125,84398,.1357,277.02,33.11
LAKE ELMO,$0.00,$0.00,$0.00,0.00%,Lake Elmo ,8069,"8,069",1600000US2734244,2734244,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LAKE HENRY,"$6,578.00","$10,510.00","$3,932.00",59.78%,Lake Henry ,103,103,1600000US2734478,2734478,$102.04,$38.17,6578,10510,3932,.5978,102.04,38.17
LAKE LILLIAN,"$33,155.00","$39,931.00","$6,776.00",20.44%,Lake Lillian ,238,238,1600000US2734676,2734676,$167.78,$28.47,33155,39931,6776,.2044,167.78,28.47
LAKE PARK,"$231,084.00","$253,110.00","$22,026.00",9.53%,Lake Park ,783,783,1600000US2734784,2734784,$323.26,$28.13,231084,253110,22026,.0953,323.26,28.13
LAKE SHORE,$0.00,$0.00,$0.00,0.00%,Lake Shore ,1004,"1,004",1600000US2734928,2734928,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LAKE ST CROIX BEACH,"$25,673.00","$66,315.00","$40,642.00",158.31%,Lake St. Croix Beach ,1051,"1,051",1600000US2734865,2734865,$63.10,$38.67,25673,66315,40642,1.5831,63.10,38.67
LAKE WILSON,"$76,722.00","$78,109.00","$1,387.00",1.81%,Lake Wilson ,251,251,1600000US2735198,2735198,$311.19,$5.53,76722,78109,1387,.0181,311.19,5.53
LAKEFIELD,"$614,261.00","$650,488.00","$36,227.00",5.90%,Lakefield ,1694,"1,694",1600000US2734316,2734316,$384.00,$21.39,614261,650488,36227,.0590,384.00,21.39
LAKELAND,"$33,574.00","$47,158.00","$13,584.00",40.46%,Lakeland ,1796,"1,796",1600000US2734622,2734622,$26.26,$7.56,33574,47158,13584,.4046,26.26,7.56
LAKELAND SHORES,$0.00,$0.00,$0.00,0.00%,Lakeland Shores ,311,311,1600000US2734658,2734658,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LAKEVILLE,$0.00,$0.00,$0.00,0.00%,Lakeville ,55954,"55,954",1600000US2735180,2735180,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LAMBERTON,"$287,784.00","$304,386.00","$16,602.00",5.77%,Lamberton ,824,824,1600000US2735288,2735288,$369.40,$20.15,287784,304386,16602,.0577,369.40,20.15
LANCASTER,"$75,242.00","$86,599.00","$11,357.00",15.09%,Lancaster ,340,340,1600000US2735378,2735378,$254.70,$33.40,75242,86599,11357,.1509,254.70,33.40
LANDFALL,"$79,977.00","$96,185.00","$16,208.00",20.27%,Landfall ,686,686,1600000US2735414,2735414,$140.21,$23.63,79977,96185,16208,.2027,140.21,23.63
LANESBORO,"$204,520.00","$210,284.00","$5,764.00",2.82%,Lanesboro ,754,754,1600000US2735450,2735450,$278.89,$7.64,204520,210284,5764,.0282,278.89,7.64
LAPORTE,"$10,915.00","$10,915.00",$0.00,0.00%,Laporte ,111,111,1600000US2735612,2735612,$98.33,$0.00,10915,10915,0,.0000,98.33,0.00
LAPRAIRIE,"$66,553.00","$79,909.00","$13,356.00",20.07%,La Prairie ,665,665,1600000US2735648,2735648,$120.16,$20.08,66553,79909,13356,.2007,120.16,20.08
LASALLE,"$16,635.00","$17,821.00","$1,186.00",7.13%,La Salle ,87,87,1600000US2735702,2735702,$204.84,$13.63,16635,17821,1186,.0713,204.84,13.63
LASTRUP,"$3,428.00","$5,849.00","$2,421.00",70.62%,Lastrup ,104,104,1600000US2735720,2735720,$56.24,$23.28,3428,5849,2421,.7062,56.24,23.28
LAUDERDALE,"$516,153.00","$535,093.00","$18,940.00",3.67%,Lauderdale ,2379,"2,379",1600000US2735738,2735738,$224.92,$7.96,516153,535093,18940,.0367,224.92,7.96
LECENTER,"$719,916.00","$785,606.00","$65,690.00",9.12%,Le Center ,2499,"2,499",1600000US2736134,2736134,$314.37,$26.29,719916,785606,65690,.0912,314.37,26.29
LENGBY,"$21,916.00","$21,916.00",$0.00,0.00%,Lengby ,86,86,1600000US2736404,2736404,$254.84,$0.00,21916,21916,0,.0000,254.84,0.00
LEONARD,"$4,390.00","$5,661.00","$1,271.00",28.95%,Leonard ,41,41,1600000US2736494,2736494,$138.07,$31.00,4390,5661,1271,.2895,138.07,31.00
LEONIDAS,"$34,670.00","$34,670.00",$0.00,0.00%,Leonidas ,52,52,1600000US2736530,2736530,$666.73,$0.00,34670,34670,0,.0000,666.73,0.00
LEROY,"$296,859.00","$322,499.00","$25,640.00",8.64%,Le Roy ,929,929,1600000US2736620,2736620,$347.15,$27.60,296859,322499,25640,.0864,347.15,27.60
LESTER PRAIRIE,"$425,969.00","$491,618.00","$65,649.00",15.41%,Lester Prairie ,1730,"1,730",1600000US2736728,2736728,$284.17,$37.95,425969,491618,65649,.1541,284.17,37.95
LESUEUR,"$767,922.00","$914,451.00","$146,529.00",19.08%,Le Sueur ,4058,"4,058",1600000US2736746,2736746,$225.35,$36.11,767922,914451,146529,.1908,225.35,36.11
LEWISTON,"$383,755.00","$436,424.00","$52,669.00",13.72%,Lewiston ,1620,"1,620",1600000US2736800,2736800,$269.40,$32.51,383755,436424,52669,.1372,269.40,32.51
LEWISVILLE,"$67,068.00","$71,850.00","$4,782.00",7.13%,Lewisville ,250,250,1600000US2736818,2736818,$287.40,$19.13,67068,71850,4782,.0713,287.40,19.13
LEXINGTON,"$335,280.00","$385,301.00","$50,021.00",14.92%,Lexington ,2049,"2,049",1600000US2736836,2736836,$188.04,$24.41,335280,385301,50021,.1492,188.04,24.41
LILYDALE,$0.00,$0.00,$0.00,0.00%,Lilydale ,623,623,1600000US2737016,2737016,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LINDSTROM,"$134,663.00","$281,204.00","$146,541.00",108.82%,Lindstrom ,4442,"4,442",1600000US2737304,2737304,$63.31,$32.99,134663,281204,146541,1.0882,63.31,32.99
LINO LAKES,$0.00,$0.00,$0.00,0.00%,Lino Lakes ,20216,"20,216",1600000US2737322,2737322,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LISMORE,"$65,548.00","$66,891.00","$1,343.00",2.05%,Lismore ,227,227,1600000US2737412,2737412,$294.67,$5.92,65548,66891,1343,.0205,294.67,5.92
LITCHFIELD,"$1,588,853.00","$1,833,620.00","$244,767.00",15.41%,Litchfield ,6726,"6,726",1600000US2737448,2737448,$272.62,$36.39,1588853,1833620,244767,.1541,272.62,36.39
LITTLE CANADA,"$195,843.00","$344,825.00","$148,982.00",76.07%,Little Canada ,9773,"9,773",1600000US2737502,2737502,$35.28,$15.24,195843,344825,148982,.7607,35.28,15.24
LITTLE FALLS,"$2,089,080.00","$2,438,918.00","$349,838.00",16.75%,Little Falls ,8343,"8,343",1600000US2737556,2737556,$292.33,$41.93,2089080,2438918,349838,.1675,292.33,41.93
LITTLEFORK,"$214,814.00","$233,889.00","$19,075.00",8.88%,Littlefork ,647,647,1600000US2737592,2737592,$361.50,$29.48,214814,233889,19075,.0888,361.50,29.48
LONG BEACH,$0.00,$0.00,$0.00,0.00%,Long Beach ,335,335,1600000US2737970,2737970,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LONG LAKE,"$26,410.00","$26,410.00",$0.00,0.00%,Long Lake ,1768,"1,768",1600000US2738006,2738006,$14.94,$0.00,26410,26410,0,.0000,14.94,0.00
