City,yr2013,yr2014,Difference,PctChg,GEO.display-label,Population,PopHuman,GEO.id,GEO.id2,2014pclga,2014pcincrease,m2013,m2014,mdifference,mpctchg,mpclga,mpcincrease
LONG PRAIRIE,"$735,532.00","$918,834.00","$183,302.00",24.92%,Long Prairie ,3458,"3,458",1600000US2738060,2738060,$265.71,$53.01,735532,918834,183302,.2492,265.71,53.01
LONGVILLE,$0.00,$0.00,$0.00,0.00%,Longville ,156,156,1600000US2738114,2738114,$0.00,$0.00,0,0,0,.0000,0.00,0.00
LONSDALE,"$245,346.00","$384,662.00","$139,316.00",56.78%,Lonsdale ,3674,"3,674",1600000US2738150,2738150,$104.70,$37.92,245346,384662,139316,.5678,104.70,37.92
LORETTO,$0.00,"$23,053.00","$23,053.00",0.00%,Loretto ,650,650,1600000US2738222,2738222,$35.47,$35.47,0,23053,23053,.0000,35.47,35.47
LOUISBURG,"$7,954.00","$8,231.00",$277.00,3.48%,Louisburg ,47,47,1600000US2738258,2738258,$175.13,$5.89,7954,8231,277,.0348,175.13,5.89
LOWRY,"$49,088.00","$56,203.00","$7,115.00",14.49%,Lowry ,299,299,1600000US2738366,2738366,$187.97,$23.80,49088,56203,7115,.1449,187.97,23.80
LUCAN,"$49,989.00","$52,427.00","$2,438.00",4.88%,Lucan ,191,191,1600000US2738420,2738420,$274.49,$12.76,49989,52427,2438,.0488,274.49,12.76
LUVERNE,"$1,194,175.00","$1,349,790.00","$155,615.00",13.03%,Luverne ,4745,"4,745",1600000US2738564,2738564,$284.47,$32.80,1194175,1349790,155615,.1303,284.47,32.80
LYLE,"$163,174.00","$179,497.00","$16,323.00",10.00%,Lyle ,551,551,1600000US2738654,2738654,$325.77,$29.62,163174,179497,16323,.1000,325.77,29.62
LYND,"$55,313.00","$70,074.00","$14,761.00",26.69%,Lynd ,448,448,1600000US2738708,2738708,$156.42,$32.95,55313,70074,14761,.2669,156.42,32.95
MABEL,"$223,127.00","$255,954.00","$32,827.00",14.71%,Mabel ,780,780,1600000US2738888,2738888,$328.15,$42.09,223127,255954,32827,.1471,328.15,42.09
MADELIA,"$860,375.00","$916,865.00","$56,490.00",6.57%,Madelia ,2308,"2,308",1600000US2739230,2739230,$397.26,$24.48,860375,916865,56490,.0657,397.26,24.48
MADISON,"$729,097.00","$742,727.00","$13,630.00",1.87%,Madison ,1551,"1,551",1600000US2739266,2739266,$478.87,$8.79,729097,742727,13630,.0187,478.87,8.79
MADISON LAKE,"$119,406.00","$152,988.00","$33,582.00",28.12%,Madison Lake ,1017,"1,017",1600000US2739320,2739320,$150.43,$33.02,119406,152988,33582,.2812,150.43,33.02
MAGNOLIA,"$43,194.00","$46,802.00","$3,608.00",8.35%,Magnolia ,222,222,1600000US2739338,2739338,$210.82,$16.25,43194,46802,3608,.0835,210.82,16.25
MAHNOMEN,"$446,371.00","$631,386.00","$185,015.00",41.45%,Mahnomen ,1214,"1,214",1600000US2739392,2739392,$520.09,$152.40,446371,631386,185015,.4145,520.09,152.40
MAHTOMEDI,$0.00,$0.00,$0.00,0.00%,Mahtomedi ,7676,"7,676",1600000US2739428,2739428,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MANCHESTER,"$14,717.00","$14,717.00",$0.00,0.00%,Manchester ,57,57,1600000US2739716,2739716,$258.19,$0.00,14717,14717,0,.0000,258.19,0.00
MANHATTAN BEACH,$0.00,$0.00,$0.00,0.00%,Manhattan Beach ,57,57,1600000US2739806,2739806,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MANKATO,"$6,228,727.00","$6,818,164.00","$589,437.00",9.46%,Mankato ,39309,"39,309",1600000US2739878,2739878,$173.45,$14.99,6228727,6818164,589437,.0946,173.45,14.99
MANTORVILLE,"$209,003.00","$257,868.00","$48,865.00",23.38%,Mantorville ,1197,"1,197",1600000US2739986,2739986,$215.43,$40.82,209003,257868,48865,.2338,215.43,40.82
MAPLE GROVE,$0.00,$0.00,$0.00,0.00%,Maple Grove ,61567,"61,567",1600000US2740166,2740166,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MAPLE LAKE,"$431,190.00","$479,341.00","$48,151.00",11.17%,Maple Lake ,2059,"2,059",1600000US2740220,2740220,$232.80,$23.39,431190,479341,48151,.1117,232.80,23.39
MAPLE PLAIN,"$240,047.00","$248,537.00","$8,490.00",3.54%,Maple Plain ,1768,"1,768",1600000US2740256,2740256,$140.58,$4.80,240047,248537,8490,.0354,140.58,4.80
MAPLETON,"$486,318.00","$548,860.00","$62,542.00",12.86%,Mapleton ,1756,"1,756",1600000US2740310,2740310,$312.56,$35.62,486318,548860,62542,.1286,312.56,35.62
MAPLEVIEW,"$50,167.00","$51,679.00","$1,512.00",3.01%,Mapleview ,176,176,1600000US2740346,2740346,$293.63,$8.59,50167,51679,1512,.0301,293.63,8.59
MAPLEWOOD,$0.00,"$530,709.00","$530,709.00",0.00%,Maplewood ,38018,"38,018",1600000US2740382,2740382,$13.96,$13.96,0,530709,530709,.0000,13.96,13.96
MARBLE,"$221,504.00","$241,627.00","$20,123.00",9.08%,Marble ,701,701,1600000US2740418,2740418,$344.69,$28.71,221504,241627,20123,.0908,344.69,28.71
MARIETTA,"$50,577.00","$52,083.00","$1,506.00",2.98%,Marietta ,162,162,1600000US2740526,2740526,$321.50,$9.30,50577,52083,1506,.0298,321.50,9.30
MARINE ON ST CROIX,$0.00,$0.00,$0.00,0.00%,Marine on St. Croix ,689,689,1600000US2740562,2740562,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MARSHALL,"$2,110,608.00","$2,451,304.00","$340,696.00",16.14%,Marshall ,13680,"13,680",1600000US2740688,2740688,$179.19,$24.90,2110608,2451304,340696,.1614,179.19,24.90
MAYER,"$266,365.00","$290,421.00","$24,056.00",9.03%,Mayer ,1749,"1,749",1600000US2741138,2741138,$166.05,$13.75,266365,290421,24056,.0903,166.05,13.75
MAYNARD,"$121,181.00","$121,270.00",$89.00,0.07%,Maynard ,366,366,1600000US2741210,2741210,$331.34,$0.24,121181,121270,89,.0007,331.34,0.24
MAZEPPA,"$158,301.00","$193,236.00","$34,935.00",22.07%,Mazeppa ,842,842,1600000US2741282,2741282,$229.50,$41.49,158301,193236,34935,.2207,229.50,41.49
MCGRATH,"$7,837.00","$11,189.00","$3,352.00",42.77%,McGrath ,80,80,1600000US2738996,2738996,$139.86,$41.90,7837,11189,3352,.4277,139.86,41.90
MCGREGOR,"$89,434.00","$90,174.00",$740.00,0.83%,McGregor ,391,391,1600000US2739014,2739014,$230.62,$1.89,89434,90174,740,.0083,230.62,1.89
MCINTOSH,"$199,366.00","$220,247.00","$20,881.00",10.47%,McIntosh ,625,625,1600000US2739050,2739050,$352.40,$33.41,199366,220247,20881,.1047,352.40,33.41
MCKINLEY,"$51,142.00","$51,142.00",$0.00,0.00%,McKinley ,128,128,1600000US2739140,2739140,$399.55,$0.00,51142,51142,0,.0000,399.55,0.00
MEADOWLANDS,"$21,477.00","$23,936.00","$2,459.00",11.45%,Meadowlands ,134,134,1600000US2741372,2741372,$178.63,$18.35,21477,23936,2459,.1145,178.63,18.35
MEDFORD,"$161,120.00","$201,256.00","$40,136.00",24.91%,Medford ,1239,"1,239",1600000US2741426,2741426,$162.43,$32.39,161120,201256,40136,.2491,162.43,32.39
MEDICINE LAKE,$0.00,$0.00,$0.00,0.00%,Medicine Lake ,371,371,1600000US2741462,2741462,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MEDINA,$0.00,$0.00,$0.00,0.00%,Medina ,4892,"4,892",1600000US2741480,2741480,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MEIRE GROVE,"$12,123.00","$19,881.00","$7,758.00",63.99%,Meire Grove ,179,179,1600000US2741534,2741534,$111.07,$43.34,12123,19881,7758,.6399,111.07,43.34
MELROSE,"$614,850.00","$766,370.00","$151,520.00",24.64%,Melrose ,3598,"3,598",1600000US2741570,2741570,$213.00,$42.11,614850,766370,151520,.2464,213.00,42.11
MENAHGA,"$281,960.00","$345,644.00","$63,684.00",22.59%,Menahga ,1306,"1,306",1600000US2741660,2741660,$264.66,$48.76,281960,345644,63684,.2259,264.66,48.76
MENDOTA,"$25,000.00","$25,000.00",$0.00,0.00%,Mendota ,198,198,1600000US2741678,2741678,$126.26,$0.00,25000,25000,0,.0000,126.26,0.00
MENDOTA HEIGHTS,$0.00,$0.00,$0.00,0.00%,Mendota Heights ,11071,"11,071",1600000US2741696,2741696,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MENTOR,"$32,824.00","$35,008.00","$2,184.00",6.65%,Mentor ,153,153,1600000US2741714,2741714,$228.81,$14.27,32824,35008,2184,.0665,228.81,14.27
MIDDLE RIVER,"$78,955.00","$85,669.00","$6,714.00",8.50%,Middle River ,303,303,1600000US2741912,2741912,$282.74,$22.16,78955,85669,6714,.0850,282.74,22.16
MIESVILLE,$0.00,$0.00,$0.00,0.00%,Miesville ,125,125,1600000US2742092,2742092,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MILACA,"$602,629.00","$756,247.00","$153,618.00",25.49%,Milaca ,2946,"2,946",1600000US2742110,2742110,$256.70,$52.14,602629,756247,153618,.2549,256.70,52.14
MILAN,"$87,281.00","$98,866.00","$11,585.00",13.27%,Milan ,369,369,1600000US2742146,2742146,$267.93,$31.40,87281,98866,11585,.1327,267.93,31.40
MILLERVILLE,"$7,791.00","$9,595.00","$1,804.00",23.15%,Millerville ,106,106,1600000US2742254,2742254,$90.52,$17.02,7791,9595,1804,.2315,90.52,17.02
MILLVILLE,"$18,803.00","$23,293.00","$4,490.00",23.88%,Millville ,182,182,1600000US2742290,2742290,$127.98,$24.67,18803,23293,4490,.2388,127.98,24.67
MILROY,"$57,009.00","$61,096.00","$4,087.00",7.17%,Milroy ,252,252,1600000US2742362,2742362,$242.44,$16.22,57009,61096,4087,.0717,242.44,16.22
MILTONA,"$34,112.00","$51,587.00","$17,475.00",51.23%,Miltona ,424,424,1600000US2742398,2742398,$121.67,$41.21,34112,51587,17475,.5123,121.67,41.21
MINNEAPOLIS,"$64,142,268.00","$76,066,082.00","$11,923,814.00",18.59%,Minneapolis ,382578,"382,578",1600000US2743000,2743000,$198.83,$31.17,64142268,76066082,11923814,.1859,198.83,31.17
MINNEISKA,"$5,781.00","$5,781.00",$0.00,0.00%,Minneiska ,111,111,1600000US2743036,2743036,$52.08,$0.00,5781,5781,0,.0000,52.08,0.00
MINNEOTA,"$412,603.00","$459,018.00","$46,415.00",11.25%,Minneota ,1392,"1,392",1600000US2743126,2743126,$329.75,$33.34,412603,459018,46415,.1125,329.75,33.34
MINNESOTA CITY,"$39,186.00","$39,596.00",$410.00,1.05%,Minnesota City ,204,204,1600000US2743144,2743144,$194.10,$2.01,39186,39596,410,.0105,194.10,2.01
MINNESOTA LAKE,"$128,750.00","$159,450.00","$30,700.00",23.84%,Minnesota Lake ,687,687,1600000US2743198,2743198,$232.10,$44.69,128750,159450,30700,.2384,232.10,44.69
MINNETONKA,$0.00,$0.00,$0.00,0.00%,Minnetonka ,49734,"49,734",1600000US2743252,2743252,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MINNETONKA BEACH,$0.00,$0.00,$0.00,0.00%,Minnetonka Beach ,539,539,1600000US2743270,2743270,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MINNETRISTA,$0.00,$0.00,$0.00,0.00%,Minnetrista ,6384,"6,384",1600000US2743306,2743306,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MIZPAH,"$6,496.00","$7,984.00","$1,488.00",22.91%,Mizpah ,56,56,1600000US2743540,2743540,$142.57,$26.57,6496,7984,1488,.2291,142.57,26.57
MONTEVIDEO,"$1,674,841.00","$1,978,139.00","$303,298.00",18.11%,Montevideo ,5383,"5,383",1600000US2743720,2743720,$367.48,$56.34,1674841,1978139,303298,.1811,367.48,56.34
MONTGOMERY,"$628,916.00","$729,745.00","$100,829.00",16.03%,Montgomery ,2956,"2,956",1600000US2743738,2743738,$246.87,$34.11,628916,729745,100829,.1603,246.87,34.11
MONTICELLO,$0.00,$0.00,$0.00,0.00%,Monticello ,12759,"12,759",1600000US2743774,2743774,$0.00,$0.00,0,0,0,.0000,0.00,0.00
MONTROSE,"$489,481.00","$568,485.00","$79,004.00",16.14%,Montrose ,2847,"2,847",1600000US2743810,2743810,$199.68,$27.75,489481,568485,79004,.1614,199.68,27.75
MOORHEAD,"$6,790,628.00","$7,078,368.00","$287,740.00",4.24%,Moorhead ,38065,"38,065",1600000US2743864,2743864,$185.95,$7.56,6790628,7078368,287740,.0424,185.95,7.56
MOOSE LAKE,"$588,789.00","$767,080.00","$178,291.00",30.28%,Moose Lake ,2751,"2,751",1600000US2743954,2743954,$278.84,$64.81,588789,767080,178291,.3028,278.84,64.81
MORA,"$710,562.00","$862,161.00","$151,599.00",21.34%,Mora ,3571,"3,571",1600000US2744044,2744044,$241.43,$42.45,710562,862161,151599,.2134,241.43,42.45
MORGAN,"$292,157.00","$322,375.00","$30,218.00",10.34%,Morgan ,896,896,1600000US2744116,2744116,$359.79,$33.73,292157,322375,30218,.1034,359.79,33.73
MORRIS,"$2,110,244.00","$2,263,770.00","$153,526.00",7.28%,Morris ,5286,"5,286",1600000US2744242,2744242,$428.26,$29.04,2110244,2263770,153526,.0728,428.26,29.04
MORRISTOWN,"$230,442.00","$276,354.00","$45,912.00",19.92%,Morristown ,987,987,1600000US2744296,2744296,$279.99,$46.52,230442,276354,45912,.1992,279.99,46.52
MORTON,"$131,431.00","$137,149.00","$5,718.00",4.35%,Morton ,411,411,1600000US2744368,2744368,$333.70,$13.91,131431,137149,5718,.0435,333.70,13.91
MOTLEY,"$131,075.00","$155,952.00","$24,877.00",18.98%,Motley ,671,671,1600000US2744422,2744422,$232.42,$37.07,131075,155952,24877,.1898,232.42,37.07
MOUND,$0.00,"$291,731.00","$291,731.00",0.00%,Mound ,9052,"9,052",1600000US2744476,2744476,$32.23,$32.23,0,291731,291731,.0000,32.23,32.23
MOUNDS VIEW,"$232,078.00","$597,024.00","$364,946.00",157.25%,Mounds View ,12155,"12,155",1600000US2744530,2744530,$49.12,$30.02,232078,597024,364946,1.5725,49.12,30.02
MOUNTAIN IRON,"$1,156,268.00","$1,281,590.00","$125,322.00",10.84%,Mountain Iron ,2869,"2,869",1600000US2744548,2744548,$446.70,$43.68,1156268,1281590,125322,.1084,446.70,43.68
MOUNTAIN LAKE,"$807,450.00","$863,258.00","$55,808.00",6.91%,Mountain Lake ,2104,"2,104",1600000US2744566,2744566,$410.29,$26.52,807450,863258,55808,.0691,410.29,26.52
MURDOCK,"$69,561.00","$69,561.00",$0.00,0.00%,Murdock ,278,278,1600000US2744818,2744818,$250.22,$0.00,69561,69561,0,.0000,250.22,0.00
MYRTLE,"$11,424.00","$11,424.00",$0.00,0.00%,Myrtle ,48,48,1600000US2744890,2744890,$238.00,$0.00,11424,11424,0,.0000,238.00,0.00
NASHUA,$0.00,$0.00,$0.00,0.00%,Nashua ,68,68,1600000US2744944,2744944,$0.00,$0.00,0,0,0,.0000,0.00,0.00
NASHWAUK,"$403,480.00","$403,480.00",$0.00,0.00%,Nashwauk ,983,983,1600000US2744980,2744980,$410.46,$0.00,403480,403480,0,.0000,410.46,0.00
NASSAU,"$17,638.00","$17,638.00",$0.00,0.00%,Nassau ,72,72,1600000US2745016,2745016,$244.97,$0.00,17638,17638,0,.0000,244.97,0.00
NELSON,"$23,990.00","$27,215.00","$3,225.00",13.44%,Nelson ,187,187,1600000US2745106,2745106,$145.53,$17.25,23990,27215,3225,.1344,145.53,17.25
NERSTRAND,"$24,733.00","$30,488.00","$5,755.00",23.27%,Nerstrand ,295,295,1600000US2745196,2745196,$103.35,$19.51,24733,30488,5755,.2327,103.35,19.51
NEVIS,"$41,623.00","$53,936.00","$12,313.00",29.58%,Nevis ,390,390,1600000US2745340,2745340,$138.30,$31.57,41623,53936,12313,.2958,138.30,31.57
NEW AUBURN,"$106,481.00","$121,771.00","$15,290.00",14.36%,New Auburn ,456,456,1600000US2745376,2745376,$267.04,$33.53,106481,121771,15290,.1436,267.04,33.53
NEW BRIGHTON,$0.00,"$493,136.00","$493,136.00",0.00%,New Brighton ,21456,"21,456",1600000US2745430,2745430,$22.98,$22.98,0,493136,493136,.0000,22.98,22.98
NEW GERMANY,"$11,743.00","$15,815.00","$4,072.00",34.68%,New Germany ,372,372,1600000US2745556,2745556,$42.51,$10.95,11743,15815,4072,.3468,42.51,10.95
NEW HOPE,"$41,843.00","$532,819.00","$490,976.00",1173.38%,New Hope ,20339,"20,339",1600000US2745628,2745628,$26.20,$24.14,41843,532819,490976,11.7338,26.20,24.14
NEW LONDON,"$274,860.00","$308,292.00","$33,432.00",12.16%,New London ,1251,"1,251",1600000US2745682,2745682,$246.44,$26.72,274860,308292,33432,.1216,246.44,26.72
NEW MUNICH,"$69,686.00","$72,942.00","$3,256.00",4.67%,New Munich ,320,320,1600000US2745772,2745772,$227.94,$10.18,69686,72942,3256,.0467,227.94,10.18
NEW PRAGUE,"$515,478.00","$770,864.00","$255,386.00",49.54%,New Prague ,7321,"7,321",1600000US2745808,2745808,$105.29,$34.88,515478,770864,255386,.4954,105.29,34.88
NEW RICHLAND,"$325,599.00","$377,598.00","$51,999.00",15.97%,New Richland ,1203,"1,203",1600000US2745862,2745862,$313.88,$43.22,325599,377598,51999,.1597,313.88,43.22
NEW TRIER,$779.00,"$2,483.00","$1,704.00",218.74%,New Trier ,112,112,1600000US2746024,2746024,$22.17,$15.21,779,2483,1704,2.1874,22.17,15.21
NEW ULM,"$4,111,762.00","$4,222,711.00","$110,949.00",2.70%,New Ulm ,13522,"13,522",1600000US2746042,2746042,$312.28,$8.21,4111762,4222711,110949,.0270,312.28,8.21
NEW YORK MILLS,"$342,150.00","$376,744.00","$34,594.00",10.11%,New York Mills ,1199,"1,199",1600000US2746060,2746060,$314.22,$28.85,342150,376744,34594,.1011,314.22,28.85
NEWFOLDEN,"$75,781.00","$88,944.00","$13,163.00",17.37%,Newfolden ,368,368,1600000US2745520,2745520,$241.70,$35.77,75781,88944,13163,.1737,241.70,35.77
NEWPORT,"$588,876.00","$627,338.00","$38,462.00",6.53%,Newport ,3435,"3,435",1600000US2745790,2745790,$182.63,$11.20,588876,627338,38462,.0653,182.63,11.20
NICOLLET,"$179,752.00","$225,089.00","$45,337.00",25.22%,Nicollet ,1093,"1,093",1600000US2746150,2746150,$205.94,$41.48,179752,225089,45337,.2522,205.94,41.48
NIELSVILLE,"$21,942.00","$23,544.00","$1,602.00",7.30%,Nielsville ,90,90,1600000US2746258,2746258,$261.60,$17.80,21942,23544,1602,.0730,261.60,17.80
NIMROD,"$2,542.00","$4,937.00","$2,395.00",94.22%,Nimrod ,69,69,1600000US2746294,2746294,$71.55,$34.71,2542,4937,2395,.9422,71.55,34.71
NISSWA,$0.00,$0.00,$0.00,0.00%,Nisswa ,1971,"1,971",1600000US2746348,2746348,$0.00,$0.00,0,0,0,.0000,0.00,0.00
NORCROSS,"$16,497.00","$16,497.00",$0.00,0.00%,Norcross ,70,70,1600000US2746492,2746492,$235.67,$0.00,16497,16497,0,.0000,235.67,0.00
NORTH BRANCH,"$146,132.00","$537,850.00","$391,718.00",268.06%,North Branch ,10125,"10,125",1600000US2746798,2746798,$53.12,$38.69,146132,537850,391718,2.6806,53.12,38.69
NORTH MANKATO,"$1,358,107.00","$1,559,008.00","$200,901.00",14.79%,North Mankato ,13394,"13,394",1600000US2747068,2747068,$116.40,$15.00,1358107,1559008,200901,.1479,116.40,15.00
NORTH OAKS,$0.00,$0.00,$0.00,0.00%,North Oaks ,4469,"4,469",1600000US2747104,2747104,$0.00,$0.00,0,0,0,.0000,0.00,0.00
NORTH ST PAUL,"$1,863,726.00","$1,863,726.00",$0.00,0.00%,North St. Paul ,11460,"11,460",1600000US2747221,2747221,$162.63,$0.00,1863726,1863726,0,.0000,162.63,0.00
NORTHFIELD,"$2,243,397.00","$2,802,323.00","$558,926.00",24.91%,Northfield ,20007,"20,007",1600000US2746924,2746924,$140.07,$27.94,2243397,2802323,558926,.2491,140.07,27.94
NORTHOME,"$65,984.00","$65,984.00",$0.00,0.00%,Northome ,200,200,1600000US2747122,2747122,$329.92,$0.00,65984,65984,0,.0000,329.92,0.00
NORTHROP,"$45,444.00","$51,981.00","$6,537.00",14.38%,Northrop ,227,227,1600000US2747212,2747212,$228.99,$28.80,45444,51981,6537,.1438,228.99,28.80
NORWOOD YOUNG AMERICA,"$203,574.00","$345,515.00","$141,941.00",69.72%,Norwood Young America ,3549,"3,549",1600000US2747520,2747520,$97.36,$39.99,203574,345515,141941,.6972,97.36,39.99
NOWTHEN,$0.00,"$11,565.00","$11,565.00",0.00%,Nowthen ,4443,"4,443",1600000US2747536,2747536,$2.60,$2.60,0,11565,11565,.0000,2.60,2.60
OAK GROVE,$0.00,"$81,555.00","$81,555.00",0.00%,Oak Grove ,8031,"8,031",1600000US2747690,2747690,$10.16,$10.16,0,81555,81555,.0000,10.16,10.16
OAK PARK HEIGHTS,$0.00,$0.00,$0.00,0.00%,Oak Park Heights ,4339,"4,339",1600000US2747914,2747914,$0.00,$0.00,0,0,0,.0000,0.00,0.00
OAKDALE,$0.00,"$106,035.00","$106,035.00",0.00%,Oakdale ,27378,"27,378",1600000US2747680,2747680,$3.87,$3.87,0,106035,106035,.0000,3.87,3.87
ODESSA,"$37,973.00","$39,155.00","$1,182.00",3.11%,Odessa ,135,135,1600000US2748058,2748058,$290.04,$8.76,37973,39155,1182,.0311,290.04,8.76
ODIN,"$24,822.00","$25,566.00",$744.00,3.00%,Odin ,106,106,1600000US2748094,2748094,$241.19,$7.02,24822,25566,744,.0300,241.19,7.02
OGEMA,"$26,614.00","$33,585.00","$6,971.00",26.19%,Ogema ,184,184,1600000US2748130,2748130,$182.53,$37.89,26614,33585,6971,.2619,182.53,37.89
OGILVIE,"$123,218.00","$123,218.00",$0.00,0.00%,Ogilvie ,369,369,1600000US2748166,2748166,$333.92,$0.00,123218,123218,0,.0000,333.92,0.00
OKABENA,"$49,544.00","$52,256.00","$2,712.00",5.47%,Okabena ,188,188,1600000US2748184,2748184,$277.96,$14.43,49544,52256,2712,.0547,277.96,14.43
OKLEE,"$107,276.00","$122,695.00","$15,419.00",14.37%,Oklee ,435,435,1600000US2748202,2748202,$282.06,$35.45,107276,122695,15419,.1437,282.06,35.45
OLIVIA,"$706,366.00","$772,697.00","$66,331.00",9.39%,Olivia ,2484,"2,484",1600000US2748256,2748256,$311.07,$26.70,706366,772697,66331,.0939,311.07,26.70
ONAMIA,"$239,116.00","$260,943.00","$21,827.00",9.13%,Onamia ,878,878,1600000US2748310,2748310,$297.20,$24.86,239116,260943,21827,.0913,297.20,24.86
ORMSBY,"$24,183.00","$26,389.00","$2,206.00",9.12%,Ormsby ,131,131,1600000US2748562,2748562,$201.44,$16.84,24183,26389,2206,.0912,201.44,16.84
ORONO,$0.00,$0.00,$0.00,0.00%,Orono ,7437,"7,437",1600000US2748580,2748580,$0.00,$0.00,0,0,0,.0000,0.00,0.00
ORONOCO,"$28,182.00","$66,652.00","$38,470.00",136.51%,Oronoco ,1300,"1,300",1600000US2748598,2748598,$51.27,$29.59,28182,66652,38470,1.3651,51.27,29.59
ORR,"$41,927.00","$47,502.00","$5,575.00",13.30%,Orr ,267,267,1600000US2748634,2748634,$177.91,$20.88,41927,47502,5575,.1330,177.91,20.88
ORTONVILLE,"$703,420.00","$734,799.00","$31,379.00",4.46%,Ortonville ,1916,"1,916",1600000US2748706,2748706,$383.51,$16.38,703420,734799,31379,.0446,383.51,16.38
OSAKIS,"$380,867.00","$434,108.00","$53,241.00",13.98%,Osakis ,1740,"1,740",1600000US2748796,2748796,$249.49,$30.60,380867,434108,53241,.1398,249.49,30.60
OSLO,"$74,947.00","$82,194.00","$7,247.00",9.67%,Oslo ,330,330,1600000US2748976,2748976,$249.07,$21.96,74947,82194,7247,.0967,249.07,21.96
OSSEO,"$634,438.00","$634,438.00",$0.00,0.00%,Osseo ,2430,"2,430",1600000US2749012,2749012,$261.09,$0.00,634438,634438,0,.0000,261.09,0.00
OSTRANDER,"$52,825.00","$55,718.00","$2,893.00",5.48%,Ostrander ,254,254,1600000US2749030,2749030,$219.36,$11.39,52825,55718,2893,.0548,219.36,11.39
OTSEGO,$0.00,"$112,711.00","$112,711.00",0.00%,Otsego ,13571,"13,571",1600000US2749138,2749138,$8.31,$8.31,0,112711,112711,.0000,8.31,8.31
OTTERTAIL,$0.00,$0.00,$0.00,0.00%,Ottertail ,572,572,1600000US2749210,2749210,$0.00,$0.00,0,0,0,.0000,0.00,0.00
OWATONNA,"$3,153,124.00","$3,935,915.00","$782,791.00",24.83%,Owatonna ,25599,"25,599",1600000US2749300,2749300,$153.75,$30.58,3153124,3935915,782791,.2483,153.75,30.58
PALISADE,"$14,295.00","$18,675.00","$4,380.00",30.64%,Palisade ,167,167,1600000US2749498,2749498,$111.83,$26.23,14295,18675,4380,.3064,111.83,26.23
PARK RAPIDS,"$314,126.00","$459,947.00","$145,821.00",46.42%,Park Rapids ,3709,"3,709",1600000US2749768,2749768,$124.01,$39.32,314126,459947,145821,.4642,124.01,39.32
PARKERS PRAIRIE,"$225,671.00","$255,927.00","$30,256.00",13.41%,Parkers Prairie ,1011,"1,011",1600000US2749732,2749732,$253.14,$29.93,225671,255927,30256,.1341,253.14,29.93
PAYNESVILLE,"$679,593.00","$716,095.00","$36,502.00",5.37%,Paynesville ,2432,"2,432",1600000US2749966,2749966,$294.45,$15.01,679593,716095,36502,.0537,294.45,15.01
PEASE,"$19,424.00","$28,857.00","$9,433.00",48.56%,Pease ,242,242,1600000US2750056,2750056,$119.24,$38.98,19424,28857,9433,.4856,119.24,38.98
PELICAN RAPIDS,"$908,614.00","$953,191.00","$44,577.00",4.91%,Pelican Rapids ,2464,"2,464",1600000US2750164,2750164,$386.85,$18.09,908614,953191,44577,.0491,386.85,18.09
PEMBERTON,"$25,203.00","$33,030.00","$7,827.00",31.06%,Pemberton ,247,247,1600000US2750200,2750200,$133.72,$31.69,25203,33030,7827,.3106,133.72,31.69
PENNOCK,"$109,031.00","$129,110.00","$20,079.00",18.42%,Pennock ,508,508,1600000US2750344,2750344,$254.15,$39.53,109031,129110,20079,.1842,254.15,39.53
PEQUOT LAKES,"$59,996.00","$72,386.00","$12,390.00",20.65%,Pequot Lakes ,2162,"2,162",1600000US2750416,2750416,$33.48,$5.73,59996,72386,12390,.2065,33.48,5.73
PERHAM,"$459,137.00","$583,104.00","$123,967.00",27.00%,Perham ,2985,"2,985",1600000US2750470,2750470,$195.34,$41.53,459137,583104,123967,.2700,195.34,41.53
PERLEY,"$22,100.00","$22,100.00",$0.00,0.00%,Perley ,92,92,1600000US2750506,2750506,$240.22,$0.00,22100,22100,0,.0000,240.22,0.00
PETERSON,"$45,675.00","$45,675.00",$0.00,0.00%,Peterson ,199,199,1600000US2750596,2750596,$229.52,$0.00,45675,45675,0,.0000,229.52,0.00
PIERZ,"$362,938.00","$409,779.00","$46,841.00",12.91%,Pierz ,1393,"1,393",1600000US2750776,2750776,$294.17,$33.63,362938,409779,46841,.1291,294.17,33.63
PILLAGER,"$124,543.00","$124,651.00",$108.00,0.09%,Pillager ,469,469,1600000US2750902,2750902,$265.78,$0.23,124543,124651,108,.0009,265.78,0.23
PINE CITY,"$426,553.00","$551,992.00","$125,439.00",29.41%,Pine City ,3123,"3,123",1600000US2751064,2751064,$176.75,$40.17,426553,551992,125439,.2941,176.75,40.17
PINE ISLAND,"$498,960.00","$579,117.00","$80,157.00",16.06%,Pine Island ,3263,"3,263",1600000US2751136,2751136,$177.48,$24.57,498960,579117,80157,.1606,177.48,24.57
